,CUSTNO,GENDER,AGE,가공_avg,가구/인테_avg,일상_avg,스포츠_avg,패션잡화_avg,교육/문화_avg,기타_avg,가전_avg,의류_avg,신선_avg,의약품_avg,사치품_avg,avg_grade,food_grade,fun_grade,etc_grade,fresh_grade,fashion_grade,necce_grade,sport_grade,stuff_grade,digital_grade,edu_grade,high_grade,medi_grade,fre_grade,R_grade,target_grade
109,110,0.0,6.0,4.0,8.0,4.0,5.0,2.0,7.0,3.0,5.0,7.0,7.0,0.0,0.0,5.0,5.0,3.0,2.0,2.0,6.0,6.0,2.0,5.0,5.0,6.0,0.0,0.0,3.0,5.0,0.0
110,111,1.0,6.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,4.0,1.0,0.0,6.0,1.0,1.0,1.0,4.0,0.0,5.0,0.0,0.0,2.0,5.0,1.0
111,112,1.0,6.0,3.0,3.0,6.0,5.0,1.0,2.0,0.0,3.0,5.0,7.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,6.0,6.0,6.0,2.0,2.0,0.0,0.0,5.0,4.0,1.0
112,113,1.0,6.0,4.0,6.0,6.0,5.0,1.0,7.0,1.0,8.0,5.0,4.0,1.0,6.0,3.0,3.0,3.0,4.0,3.0,3.0,6.0,6.0,3.0,6.0,3.0,6.0,3.0,6.0,5.0,0.0
113,114,1.0,6.0,4.0,1.0,5.0,6.0,1.0,1.0,0.0,0.0,5.0,7.0,0.0,4.0,2.0,5.0,5.0,0.0,3.0,6.0,2.0,5.0,5.0,0.0,4.0,5.0,0.0,5.0,5.0,0.0
114,115,1.0,6.0,4.0,7.0,6.0,3.0,5.0,0.0,0.0,8.0,8.0,7.0,0.0,6.0,6.0,6.0,6.0,0.0,3.0,6.0,3.0,6.0,3.0,6.0,1.0,6.0,0.0,5.0,4.0,1.0
115,116,1.0,6.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,5.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0
116,117,1.0,6.0,4.0,3.0,2.0,6.0,0.0,1.0,5.0,5.0,5.0,7.0,3.0,4.0,2.0,6.0,5.0,5.0,3.0,3.0,5.0,2.0,5.0,6.0,1.0,5.0,5.0,6.0,4.0,1.0
117,118,1.0,6.0,4.0,8.0,8.0,6.0,5.0,1.0,0.0,3.0,5.0,7.0,0.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,3.0,2.0,3.0,2.0,1.0,2.0,0.0,5.0,4.0,1.0
118,119,0.0,6.0,4.0,8.0,4.0,5.0,1.0,4.0,1.0,5.0,5.0,7.0,0.0,6.0,3.0,2.0,3.0,2.0,6.0,6.0,5.0,2.0,6.0,2.0,5.0,6.0,0.0,6.0,4.0,0.0
119,120,1.0,6.0,4.0,7.0,5.0,3.0,5.0,0.0,0.0,5.0,9.0,7.0,0.0,6.0,3.0,2.0,3.0,0.0,2.0,3.0,3.0,5.0,3.0,5.0,0.0,5.0,0.0,6.0,4.0,0.0
120,121,1.0,6.0,4.0,5.0,4.0,3.0,2.0,5.0,3.0,0.0,5.0,6.0,0.0,4.0,2.0,3.0,6.0,6.0,2.0,5.0,2.0,5.0,5.0,0.0,6.0,2.0,0.0,5.0,4.0,1.0
121,122,1.0,6.0,4.0,8.0,3.0,5.0,2.0,7.0,0.0,8.0,5.0,7.0,0.0,2.0,2.0,3.0,6.0,0.0,3.0,6.0,5.0,6.0,5.0,2.0,6.0,4.0,0.0,5.0,4.0,1.0
122,123,1.0,6.0,1.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,2.0,4.0,4.0,0.0,2.0,5.0,4.0,0.0,5.0,5.0,5.0,1.0,1.0,0.0,2.0,0.0,6.0,2.0,4.0,0.0
123,124,1.0,6.0,4.0,5.0,4.0,3.0,2.0,1.0,0.0,8.0,5.0,7.0,0.0,4.0,2.0,2.0,3.0,0.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,5.0,0.0,2.0,4.0,0.0
124,125,1.0,6.0,4.0,1.0,3.0,9.0,0.0,0.0,1.0,0.0,5.0,7.0,1.0,6.0,2.0,6.0,2.0,1.0,6.0,2.0,5.0,5.0,2.0,0.0,1.0,2.0,1.0,1.0,4.0,0.0
125,126,1.0,6.0,1.0,3.0,4.0,6.0,2.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,0.0,2.0,6.0,3.0,2.0,5.0,4.0,1.0,5.0,2.0,6.0,5.0,1.0
126,127,1.0,6.0,4.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,5.0,7.0,0.0,2.0,1.0,2.0,5.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,2.0,4.0,0.0
127,128,1.0,6.0,1.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,4.0,4.0,0.0,1.0,5.0,4.0,4.0,3.0,5.0,1.0,1.0,5.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0
128,129,1.0,6.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,2.0,5.0,0.0,5.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,5.0,2.0,5.0,1.0
129,130,1.0,6.0,4.0,7.0,6.0,5.0,1.0,5.0,0.0,5.0,5.0,7.0,0.0,4.0,2.0,6.0,6.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,0.0,3.0,4.0,0.0
130,131,1.0,6.0,2.0,4.0,4.0,3.0,1.0,1.0,0.0,8.0,5.0,7.0,0.0,6.0,2.0,5.0,2.0,0.0,2.0,2.0,5.0,5.0,5.0,6.0,5.0,2.0,0.0,6.0,5.0,0.0
131,132,1.0,6.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,4.0,3.0,0.0,5.0,4.0,0.0,0.0,1.0,5.0,5.0,2.0,5.0,0.0,2.0,0.0,5.0,2.0,4.0,0.0
132,133,0.0,6.0,4.0,0.0,4.0,6.0,1.0,0.0,0.0,8.0,3.0,7.0,0.0,1.0,5.0,3.0,5.0,0.0,3.0,5.0,5.0,5.0,3.0,5.0,1.0,1.0,2.0,2.0,5.0,1.0
133,134,1.0,6.0,4.0,7.0,7.0,5.0,4.0,2.0,0.0,5.0,5.0,7.0,0.0,6.0,3.0,3.0,6.0,0.0,2.0,3.0,3.0,5.0,3.0,3.0,5.0,2.0,0.0,5.0,4.0,1.0
134,135,1.0,6.0,4.0,0.0,5.0,3.0,1.0,0.0,0.0,3.0,5.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,5.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0
135,136,1.0,6.0,4.0,7.0,8.0,5.0,1.0,4.0,0.0,3.0,5.0,7.0,0.0,0.0,5.0,6.0,3.0,0.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,0.0,0.0,2.0,4.0,1.0
136,137,1.0,6.0,4.0,7.0,4.0,9.0,2.0,3.0,0.0,8.0,5.0,3.0,0.0,6.0,3.0,6.0,6.0,0.0,2.0,3.0,6.0,6.0,5.0,5.0,5.0,3.0,0.0,5.0,4.0,1.0
137,138,0.0,6.0,3.0,1.0,6.0,5.0,1.0,2.0,0.0,3.0,5.0,6.0,0.0,6.0,3.0,3.0,5.0,0.0,2.0,2.0,3.0,3.0,5.0,2.0,5.0,3.0,0.0,4.0,4.0,0.0
138,139,0.0,6.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,7.0,0.0,4.0,2.0,3.0,2.0,5.0,3.0,3.0,6.0,5.0,6.0,1.0,5.0,2.0,0.0,3.0,4.0,0.0
139,140,1.0,6.0,4.0,4.0,8.0,9.0,2.0,0.0,0.0,8.0,3.0,7.0,0.0,6.0,3.0,6.0,5.0,0.0,6.0,3.0,3.0,6.0,2.0,5.0,1.0,3.0,0.0,6.0,5.0,0.0
140,141,1.0,6.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,5.0,1.0
141,142,1.0,6.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
142,143,1.0,6.0,1.0,0.0,1.0,1.0,3.0,1.0,4.0,0.0,2.0,4.0,3.0,0.0,5.0,2.0,0.0,4.0,4.0,4.0,4.0,1.0,5.0,0.0,5.0,0.0,6.0,1.0,4.0,1.0
143,144,1.0,6.0,1.0,0.0,4.0,0.0,1.0,2.0,1.0,1.0,5.0,1.0,0.0,4.0,3.0,2.0,0.0,6.0,5.0,3.0,2.0,1.0,4.0,1.0,2.0,2.0,0.0,3.0,5.0,0.0
144,145,1.0,6.0,4.0,8.0,7.0,9.0,7.0,0.0,0.0,8.0,4.0,7.0,0.0,6.0,3.0,6.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,0.0,4.0,4.0,1.0
145,146,1.0,6.0,4.0,8.0,7.0,5.0,5.0,0.0,0.0,3.0,5.0,7.0,0.0,6.0,3.0,3.0,6.0,0.0,6.0,6.0,3.0,5.0,3.0,1.0,0.0,6.0,0.0,2.0,5.0,0.0
146,147,0.0,6.0,2.0,2.0,4.0,8.0,4.0,1.0,0.0,8.0,5.0,6.0,1.0,6.0,3.0,2.0,2.0,0.0,3.0,3.0,2.0,6.0,5.0,6.0,5.0,3.0,4.0,2.0,4.0,0.0
147,148,1.0,6.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,4.0,1.0
148,149,1.0,6.0,4.0,4.0,6.0,2.0,2.0,1.0,0.0,8.0,5.0,7.0,0.0,4.0,2.0,3.0,6.0,0.0,6.0,3.0,3.0,1.0,6.0,5.0,5.0,5.0,0.0,6.0,5.0,1.0
149,150,1.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,6.0,4.0,3.0,3.0,2.0,2.0,2.0,0.0,1.0,3.0,2.0,5.0,6.0,1.0,2.0,2.0,3.0,2.0,5.0,0.0
150,151,0.0,6.0,4.0,5.0,5.0,6.0,1.0,7.0,0.0,8.0,5.0,7.0,0.0,3.0,2.0,5.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,0.0,3.0,4.0,0.0
151,152,1.0,6.0,4.0,7.0,6.0,9.0,1.0,2.0,0.0,3.0,5.0,2.0,0.0,2.0,5.0,6.0,5.0,0.0,2.0,5.0,6.0,3.0,2.0,6.0,1.0,1.0,0.0,2.0,5.0,0.0
152,153,1.0,6.0,4.0,0.0,4.0,3.0,3.0,2.0,0.0,0.0,5.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,6.0,1.0,5.0,2.0,0.0,3.0,0.0,0.0,6.0,5.0,0.0
153,154,0.0,6.0,4.0,3.0,8.0,2.0,2.0,0.0,0.0,0.0,3.0,5.0,0.0,2.0,2.0,6.0,5.0,0.0,2.0,3.0,3.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,5.0,0.0
154,155,0.0,6.0,4.0,7.0,5.0,3.0,4.0,0.0,0.0,5.0,5.0,7.0,0.0,2.0,3.0,6.0,6.0,0.0,6.0,5.0,3.0,5.0,5.0,3.0,0.0,4.0,0.0,2.0,4.0,1.0
155,156,1.0,6.0,4.0,4.0,7.0,5.0,4.0,2.0,0.0,5.0,5.0,7.0,0.0,7.0,6.0,6.0,2.0,0.0,6.0,6.0,6.0,6.0,6.0,2.0,3.0,5.0,0.0,6.0,4.0,0.0
156,157,1.0,6.0,4.0,3.0,3.0,8.0,1.0,1.0,0.0,0.0,5.0,7.0,0.0,2.0,1.0,5.0,5.0,0.0,5.0,2.0,5.0,5.0,5.0,0.0,4.0,2.0,0.0,2.0,5.0,1.0
157,158,0.0,6.0,4.0,3.0,2.0,0.0,1.0,4.0,0.0,0.0,3.0,5.0,1.0,0.0,5.0,2.0,1.0,0.0,6.0,1.0,4.0,0.0,4.0,0.0,3.0,0.0,5.0,2.0,5.0,1.0
158,159,1.0,6.0,4.0,5.0,7.0,5.0,4.0,7.0,0.0,8.0,5.0,5.0,0.0,6.0,3.0,2.0,6.0,0.0,5.0,6.0,6.0,6.0,3.0,3.0,3.0,6.0,0.0,2.0,4.0,1.0
159,160,1.0,6.0,4.0,4.0,4.0,5.0,1.0,2.0,4.0,3.0,6.0,7.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,5.0,2.0,2.0,6.0,5.0,5.0,5.0,4.0,0.0
160,161,1.0,6.0,4.0,8.0,8.0,8.0,1.0,7.0,0.0,8.0,8.0,7.0,1.0,6.0,3.0,6.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,1.0,3.0,3.0,0.0
161,162,1.0,6.0,4.0,5.0,5.0,6.0,4.0,5.0,0.0,5.0,8.0,6.0,1.0,3.0,6.0,2.0,5.0,0.0,5.0,3.0,6.0,5.0,2.0,6.0,6.0,5.0,5.0,5.0,5.0,0.0
162,163,1.0,6.0,1.0,0.0,3.0,0.0,2.0,4.0,0.0,3.0,5.0,3.0,1.0,0.0,1.0,5.0,0.0,0.0,5.0,2.0,2.0,0.0,1.0,1.0,6.0,0.0,5.0,6.0,4.0,0.0
163,164,0.0,6.0,4.0,0.0,2.0,6.0,5.0,0.0,1.0,8.0,5.0,4.0,1.0,6.0,3.0,6.0,2.0,4.0,2.0,6.0,5.0,3.0,6.0,2.0,0.0,3.0,3.0,5.0,5.0,0.0
164,165,0.0,6.0,4.0,6.0,8.0,5.0,5.0,0.0,0.0,5.0,5.0,6.0,0.0,6.0,3.0,3.0,2.0,0.0,6.0,5.0,3.0,6.0,6.0,2.0,0.0,2.0,0.0,1.0,4.0,1.0
165,166,0.0,6.0,4.0,7.0,3.0,5.0,2.0,7.0,2.0,8.0,5.0,7.0,0.0,4.0,2.0,5.0,3.0,4.0,6.0,2.0,2.0,5.0,2.0,3.0,3.0,4.0,5.0,5.0,4.0,1.0
166,167,1.0,6.0,4.0,4.0,6.0,0.0,4.0,0.0,0.0,3.0,5.0,7.0,0.0,4.0,3.0,2.0,6.0,0.0,6.0,3.0,3.0,0.0,3.0,2.0,0.0,6.0,0.0,1.0,4.0,1.0
167,168,1.0,6.0,4.0,5.0,6.0,9.0,3.0,5.0,2.0,5.0,5.0,7.0,0.0,4.0,6.0,6.0,6.0,2.0,5.0,3.0,3.0,6.0,3.0,5.0,3.0,2.0,0.0,2.0,4.0,0.0
168,169,1.0,6.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,5.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,5.0,0.0,4.0,1.0,2.0,1.0,4.0,1.0
169,170,1.0,6.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,5.0,4.0,5.0,1.0,2.0,0.0,5.0,0.0,5.0,4.0,4.0,1.0
170,171,1.0,6.0,4.0,7.0,4.0,5.0,2.0,0.0,0.0,5.0,5.0,7.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,5.0,5.0,1.0
171,172,1.0,6.0,4.0,1.0,4.0,6.0,2.0,5.0,0.0,0.0,5.0,7.0,3.0,0.0,2.0,6.0,2.0,0.0,3.0,2.0,2.0,3.0,2.0,0.0,3.0,0.0,5.0,2.0,4.0,0.0
172,173,1.0,6.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,5.0,1.0,2.0,1.0,1.0,5.0,1.0,4.0,1.0,5.0,5.0,4.0,5.0,2.0,4.0,0.0
174,175,1.0,6.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,4.0,4.0,4.0,6.0,3.0,2.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,0.0,5.0,5.0,2.0,1.0,4.0,1.0
175,176,1.0,6.0,1.0,0.0,4.0,0.0,1.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,4.0,2.0,0.0,4.0,2.0,5.0,0.0,0.0,6.0,4.0,0.0
176,177,1.0,6.0,4.0,5.0,8.0,9.0,4.0,2.0,0.0,3.0,6.0,6.0,0.0,0.0,3.0,6.0,3.0,0.0,6.0,6.0,6.0,3.0,3.0,5.0,3.0,0.0,0.0,2.0,4.0,0.0
177,178,1.0,6.0,1.0,3.0,2.0,5.0,4.0,2.0,0.0,0.0,5.0,4.0,1.0,0.0,2.0,5.0,2.0,0.0,2.0,3.0,5.0,3.0,3.0,0.0,5.0,0.0,2.0,5.0,5.0,0.0
178,179,1.0,6.0,4.0,3.0,5.0,8.0,2.0,5.0,0.0,5.0,5.0,7.0,0.0,4.0,2.0,3.0,5.0,0.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,0.0,6.0,4.0,0.0
179,180,1.0,6.0,4.0,4.0,8.0,3.0,1.0,1.0,0.0,8.0,4.0,7.0,0.0,6.0,6.0,3.0,3.0,0.0,6.0,6.0,6.0,2.0,1.0,5.0,1.0,6.0,0.0,1.0,4.0,1.0
180,181,1.0,6.0,4.0,4.0,5.0,8.0,1.0,5.0,0.0,5.0,5.0,7.0,0.0,2.0,3.0,6.0,2.0,0.0,3.0,6.0,3.0,6.0,6.0,2.0,3.0,2.0,0.0,5.0,4.0,1.0
181,182,1.0,6.0,4.0,5.0,4.0,9.0,3.0,0.0,1.0,5.0,6.0,7.0,3.0,2.0,6.0,3.0,6.0,2.0,3.0,6.0,3.0,6.0,3.0,6.0,1.0,2.0,5.0,2.0,5.0,1.0
182,183,1.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,1.0,4.0,4.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,4.0,5.0,6.0,0.0,3.0,2.0,5.0,0.0
183,184,1.0,6.0,4.0,5.0,7.0,5.0,4.0,7.0,3.0,3.0,5.0,7.0,0.0,6.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,5.0,2.0,3.0,3.0,0.0,2.0,4.0,0.0
184,185,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,4.0,3.0,1.0,5.0,5.0,5.0,0.0,5.0,1.0,5.0,4.0,5.0,0.0,2.0,1.0,6.0,5.0,4.0,1.0
185,186,1.0,6.0,4.0,3.0,3.0,5.0,0.0,6.0,0.0,8.0,5.0,7.0,1.0,4.0,3.0,3.0,6.0,0.0,3.0,6.0,3.0,6.0,1.0,3.0,3.0,6.0,5.0,3.0,4.0,0.0
186,187,1.0,6.0,4.0,3.0,6.0,3.0,4.0,0.0,0.0,3.0,4.0,7.0,0.0,2.0,2.0,2.0,5.0,0.0,5.0,2.0,2.0,5.0,2.0,5.0,0.0,2.0,0.0,2.0,4.0,0.0
187,188,1.0,6.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,5.0,1.0
188,189,1.0,6.0,4.0,5.0,7.0,8.0,6.0,5.0,0.0,8.0,5.0,7.0,0.0,6.0,3.0,6.0,6.0,0.0,6.0,3.0,3.0,6.0,3.0,6.0,3.0,5.0,0.0,5.0,5.0,1.0
189,190,0.0,6.0,4.0,4.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,7.0,0.0,4.0,2.0,3.0,5.0,0.0,3.0,6.0,6.0,3.0,2.0,5.0,0.0,2.0,0.0,5.0,5.0,0.0
190,191,1.0,6.0,4.0,8.0,7.0,8.0,2.0,5.0,0.0,8.0,5.0,7.0,0.0,4.0,3.0,3.0,3.0,0.0,6.0,3.0,6.0,6.0,3.0,3.0,6.0,2.0,0.0,1.0,5.0,1.0
191,192,1.0,6.0,4.0,5.0,4.0,5.0,4.0,0.0,4.0,0.0,1.0,7.0,0.0,6.0,2.0,3.0,2.0,5.0,6.0,5.0,5.0,2.0,2.0,0.0,2.0,3.0,4.0,6.0,5.0,1.0
192,193,1.0,6.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,3.0,1.0,4.0,3.0,0.0,1.0,2.0,2.0,1.0,5.0,4.0,5.0,2.0,1.0,2.0,3.0,0.0,2.0,1.0,4.0,1.0
193,194,1.0,6.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,5.0,0.0
194,195,0.0,6.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,5.0,4.0,0.0,5.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,6.0,1.0,4.0,1.0
195,196,1.0,6.0,4.0,5.0,5.0,5.0,1.0,0.0,0.0,5.0,5.0,3.0,1.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,1.0,1.0,3.0,4.0,0.0
196,197,1.0,6.0,1.0,6.0,1.0,8.0,1.0,7.0,2.0,8.0,5.0,4.0,0.0,0.0,6.0,5.0,5.0,5.0,2.0,6.0,5.0,2.0,6.0,3.0,3.0,0.0,0.0,5.0,5.0,1.0
197,198,1.0,6.0,1.0,3.0,3.0,5.0,1.0,2.0,0.0,0.0,5.0,4.0,3.0,2.0,2.0,1.0,4.0,0.0,5.0,5.0,4.0,2.0,4.0,0.0,5.0,1.0,2.0,2.0,4.0,1.0
198,199,1.0,6.0,1.0,0.0,2.0,5.0,1.0,1.0,0.0,0.0,5.0,4.0,0.0,2.0,2.0,3.0,0.0,0.0,5.0,5.0,2.0,3.0,2.0,0.0,3.0,5.0,0.0,5.0,4.0,1.0
199,200,1.0,6.0,1.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,4.0,2.0,6.0,0.0,4.0,6.0,2.0,5.0,2.0,0.0,1.0,0.0,2.0,3.0,5.0,0.0
200,201,1.0,6.0,4.0,7.0,6.0,6.0,2.0,1.0,0.0,5.0,5.0,7.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,6.0,6.0,3.0,3.0,4.0,2.0,0.0,3.0,4.0,0.0
201,202,1.0,6.0,2.0,5.0,8.0,6.0,3.0,1.0,1.0,5.0,5.0,1.0,0.0,6.0,3.0,2.0,2.0,4.0,5.0,3.0,6.0,3.0,3.0,6.0,2.0,5.0,0.0,6.0,5.0,1.0
202,203,1.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,5.0,2.0,0.0,5.0,4.0,2.0,1.0,4.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0
203,204,1.0,6.0,1.0,0.0,1.0,5.0,4.0,4.0,2.0,0.0,5.0,4.0,1.0,1.0,1.0,5.0,4.0,5.0,2.0,5.0,2.0,2.0,2.0,0.0,2.0,1.0,5.0,3.0,5.0,0.0
204,205,1.0,6.0,1.0,5.0,3.0,0.0,3.0,1.0,2.0,3.0,5.0,4.0,3.0,0.0,2.0,2.0,5.0,1.0,5.0,3.0,5.0,0.0,5.0,1.0,2.0,0.0,2.0,2.0,5.0,0.0
205,206,0.0,6.0,1.0,3.0,1.0,5.0,1.0,5.0,0.0,0.0,5.0,4.0,2.0,6.0,4.0,5.0,5.0,0.0,4.0,2.0,5.0,2.0,4.0,0.0,6.0,4.0,5.0,2.0,4.0,1.0
206,207,1.0,6.0,1.0,0.0,4.0,2.0,1.0,1.0,2.0,0.0,1.0,4.0,4.0,0.0,4.0,5.0,5.0,5.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0,4.0,1.0
207,208,1.0,6.0,3.0,3.0,8.0,5.0,5.0,0.0,0.0,0.0,5.0,6.0,1.0,6.0,3.0,3.0,3.0,0.0,2.0,6.0,6.0,6.0,6.0,0.0,0.0,3.0,5.0,2.0,1.0,0.0
208,209,1.0,6.0,4.0,4.0,5.0,6.0,2.0,0.0,3.0,5.0,5.0,7.0,1.0,4.0,2.0,5.0,5.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,0.0,2.0,5.0,2.0,5.0,0.0
209,210,1.0,6.0,1.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0,4.0,4.0,3.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,2.0,1.0,1.0,0.0,4.0,0.0,5.0,5.0,5.0,1.0
210,211,1.0,6.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,6.0,7.0,0.0,4.0,5.0,2.0,0.0,0.0,3.0,6.0,2.0,0.0,2.0,0.0,1.0,5.0,0.0,1.0,5.0,1.0
211,212,1.0,6.0,1.0,0.0,4.0,3.0,3.0,1.0,0.0,0.0,5.0,5.0,0.0,4.0,5.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,1.0,5.0,0.0,2.0,5.0,0.0
212,213,1.0,6.0,1.0,4.0,1.0,9.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,0.0,2.0,5.0,2.0,3.0,5.0,5.0,2.0,6.0,5.0,1.0,6.0,0.0,5.0,6.0,4.0,1.0
213,214,1.0,6.0,2.0,8.0,3.0,6.0,2.0,5.0,0.0,3.0,6.0,5.0,0.0,0.0,5.0,5.0,6.0,0.0,5.0,6.0,2.0,5.0,2.0,5.0,6.0,0.0,0.0,3.0,4.0,1.0
214,215,1.0,6.0,1.0,2.0,2.0,6.0,5.0,4.0,5.0,0.0,4.0,4.0,0.0,3.0,2.0,5.0,5.0,4.0,1.0,4.0,2.0,2.0,5.0,0.0,5.0,1.0,4.0,5.0,4.0,1.0
215,216,1.0,6.0,1.0,5.0,4.0,1.0,2.0,0.0,4.0,0.0,2.0,4.0,1.0,0.0,1.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,5.0,0.0,1.0,0.0,6.0,2.0,5.0,0.0
216,217,1.0,6.0,4.0,5.0,4.0,5.0,2.0,3.0,0.0,3.0,5.0,7.0,0.0,0.0,5.0,3.0,5.0,0.0,6.0,2.0,2.0,5.0,2.0,5.0,6.0,0.0,0.0,1.0,4.0,1.0
217,218,1.0,6.0,4.0,4.0,8.0,5.0,5.0,7.0,0.0,5.0,5.0,7.0,0.0,6.0,3.0,6.0,3.0,0.0,3.0,3.0,6.0,3.0,3.0,6.0,6.0,6.0,0.0,6.0,4.0,1.0
218,219,1.0,6.0,2.0,6.0,3.0,5.0,3.0,2.0,1.0,5.0,5.0,5.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,5.0,0.0,5.0,5.0,0.0
219,220,0.0,6.0,1.0,1.0,2.0,1.0,2.0,6.0,6.0,0.0,1.0,4.0,4.0,0.0,2.0,5.0,4.0,6.0,5.0,4.0,5.0,1.0,5.0,0.0,6.0,0.0,3.0,1.0,3.0,1.0
220,221,1.0,6.0,1.0,1.0,3.0,0.0,2.0,3.0,4.0,0.0,2.0,4.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,5.0,2.0,0.0,2.0,0.0,5.0,0.0,6.0,1.0,4.0,1.0
